word,n
insecticide,36
joel,36
johanne,36
kettle,36
labelle,36
laundering,36
length,36
mario,36
multilateral,36
nicholas,36
poland,36
polling,36
receipt,36
recommendations,36
robertson,36
rodney,36
steve,36
tuesday,36
twentyfive,36
walsh,36
andrée,35
apples,35
applied,35
brault,35
confirm,35
consumers,35
cooper,35
coordination,35
corn,35
demers,35
designs,35
ferguson,35
fill,35
hatching,35
hunter,35
imposing,35
jordan,35
josé,35
judy,35
kirkland,35
machinery,35
maclaren,35
manufactured,35
marys,35
nekaneet,35
pei,35
reasons,35
rivièreduloup,35
rouynnoranda,35
sam,35
sanctions,35
shuswap,35
sources,35
strengthening,35
suppression,35
textile,35
uphold,35
venture,35
vice,35
199495,34
199798,34
200,34
abroad,34
accession,34
adam,34
alcohol,34
alternative,34
assurance,34
astronaut,34
audiovisual,34
belgium,34
bilodeau,34
bird,34
bracken,34
cause,34
cheese,34
commodity,34
consisting,34
continued,34
create,34
creating,34
cunningham,34
develop,34
dun,34
emissions,34
europe,34
featuring,34
francine,34
handling,34
happy,34
honour,34
hundred,34
intitled,34
lynch,34
mobile,34
movement,34
outstanding,34
packaging,34
participants,34
penticton,34
pier,34
purchased,34
reginald,34
ruling,34
sherwood,34
slovak,34
statute,34
storm,34
studies,34
surveyors,34
throughout,34
tony,34
types,34
undertaking,34
whitby,34
20112012,33
accountability,33
adjustments,33
automobile,33
automotive,33
ballantyne,33
basin,33
blair,33
boat,33
canadaquebec,33
chair,33
chef,33
cheryl,33
claudette,33
commitments,33
drawback,33
drive,33
ellis,33
foster,33
fox,33
gale,33
geoffrey,33
hubert,33
improvement,33
improving,33
ingredients,33
integrated,33
leased,33
paragraphs,33
petition,33
physical,33
plain,33
poulin,33
rogers,33
ryan,33
surrendered,33
surveyed,33
syndicates,33
trenton,33
type,33
viceconsul,33
virginia,33
word,33
working,33
zealand,33
zone,33
150,32
20132014,32
ability,32
affirmations,32
among,32
annemarie,32
appointees,32
assisted,32
award,32
boucherville,32
bradley,32
burden,32
burns,32
carcass,32
classification,32
colombia,32
croatia,32
deductions,32
denise,32
destined,32
disease,32
eleanor,32
exceed,32
exceeding,32
expand,32
farmers,32
ferry,32
file,32
fines,32
generally,32
global,32
guinea,32
gushue,32
harris,32
hudson,32
increased,32
industries,32
inuvialuit,32
jeanmarc,32
lynne,32
modernization,32
offset,32
osoyoos,32
pembroke,32
potatoes,32
procure,32
progas,32
radius,32
rankin,32
reciprocal,32
saintlaurent,32
senator,32
society,32
stethérèse,32
structures,32
sturgeon,32
sugar,32
sussex,32
sweden,32
things,32
universities,32
urban,32
weeks,32
weight,32
wine,32
1976,31
199394,31
199899,31
accelerated,31
acquired,31
assessments,31
benoît,31
big,31
canadaontario,31
collins,31
confederation,31
conversion,31
coverage,31
crew,31
cuba,31
death,31
earl,31
establishes,31
flood,31
forestry,31
garden,31
holders,31
interswitching,31
jonquière,31
later,31
leduc,31
liquid,31
man,31
maturing,31
medicinal,31
modified,31
namibia,31
nato,31
obrien,31
options,31
overpayments,31
peaceful,31
portal,31
producer,31
programme,31
rating,31
repentigny,31
reproduction,31
sufficient,31
tables,31
ted,31
terrence,31
thibault,31
witchekan,31
woods,31
146,30
20102011,30
anadromous,30
antigonish,30
better,30
brenda,30
broiler,30
canadaunited,30
coastal,30
components,30
correspond,30
costshared,30
craft,30
cynthia,30
davies,30
deal,30
dene,30
document,30
drilling,30
factors,30
fitness,30
henri,30
hst,30
hughes,30
ice,30
îledessoeurs,30
immigrants,30
incorporating,30
intergovernmental,30
italian,30
kenny,30
laura,30
merchant,30
mike,30
milton,30
ministerial,30
pamela,30
pipe,30
proof,30
question,30
questions,30
reflecting,30
remit,30
resolve,30
respond,30
roster,30
seventyfive,30
side,30
siksika,30
slovenia,30
statements,30
style,30
sullivan,30
taxpayer,30
transit,30
turner,30
undertakings,30
welland,30
1977,29
acid,29
afghanistan,29
alice,29
already,29
applies,29
arrow,29
assented,29
automatic,29
avenue,29
bahamas,29
beaulieu,29
beverages,29
caroline,29
catch,29
centreville,29
chairmanprésident,29
chelsea,29
computer,29
conditional,29
constitute,29
cormier,29
debts,29
declining,29
deposits,29
doreen,29
dubé,29
elected,29
engine,29
ernst,29
face,29
flying,29
given,29
goulet,29
hampstead,29
harbourfront,29
hereby,29
hibernia,29
humanitarian,29
identity,29
jasper,29
kent,29
laidoff,29
legault,29
marihuana,29
matheson,29
métis,29
mill,29
need,29
offence,29
olympic,29
operator,29
parent,29
rainstorm,29
regulated,29
renée,29
renumbering,29
revises,29
risks,29
salts,29
servants,29
serving,29
sewer,29
spelling,29
stratford,29
strengthen,29
sunday,29
swiss,29
sylvie,29
syrup,29
thomson,29
times,29
tonnage,29
undistributed,29
universal,29
uruguay,29
verification,29
vienna,29
whether,29
zones,29
199293,28
201314,28
201516,28
300,28
adjacent,28
anita,28
applying,28
archibald,28
armand,28
arnold,28
benoit,28
caldwell,28
canadaalberta,28
canned,28
caprouge,28
cargo,28
commemorate,28
conducted,28
corp,28
dealers,28
deployment,28
diplomatic,28
edwin,28
egypt,28
eighteen,28
enforced,28
enzyme,28
events,28
exporters,28
florence,28
fruits,28
gaétan,28
garry,28
gill,28
hébert,28
hewak,28
hong,28
hunt,28
incentive,28
insurable,28
interamerican,28
laurier,28
learning,28
lisa,28
loss,28
mahoney,28
markets,28
marlene,28
matthews,28
mcleod,28
measurement,28
methods,28
mirabel,28
modify,28
mrc,28
offer,28
parker,28
passengers,28
plants,28
principality,28
produce,28
reasonable,28
renaud,28
replaces,28
salt,28
saturday,28
sean,28
serbia,28
shell,28
streamline,28
teresa,28
thunderchild,28
vegetables,28
violation,28
visitor,28
159,27
additives,27
alexis,27
anjou,27
antidumping,27
billion,27
binding,27
brent,27
bridgewater,27
bringing,27
bus,27
calvin,27
cap,27
carbon,27
childrens,27
chris,27
christian,27
comments,27
committees,27
consequence,27
deadline,27
defraying,27
departments,27
developing,27
discrepancies,27
drummondville,27
dundas,27
eggleton,27
eileen,27
elliott,27
entrustment,27
evidence,27
excess,27
forster,27
gerry,27
granby,27
hat,27
hungary,27
identify,27
immediately,27
importers,27
indicating,27
informal,27
introduction,27
irving,27
latvia,27
leone,27
location,27
lucie,27
mccloskey,27
mckay,27
mercier,27
moldaver,27
mrm,27
nairobi,27
opening,27
original,27
orsborn,27
particular,27
retain,27
returns,27
rick,27
rochon,27
saintfrançois,27
selection,27
shawinigan,27
sodium,27
starting,27
sulphur,27
sum,27
supplies,27
telefilm,27
trademarks,27
tripartite,27
tunas,27
undertake,27
withdraw,27
129,26
142,26
2018,26
adjoining,26
advising,26
allowed,26
annexed,26
aspects,26
bearing,26
boudreau,26
c23,26
came,26
canadanew,26
categories,26
chabot,26
cindy,26
clarifications,26
cloutier,26
complaint,26
complete,26
consolidation,26
consumption,26
côte,26
counsel,26
cumming,26
decline,26
digby,26
dufour,26
dust,26
erected,26
estonia,26
expanding,26
garnishment,26
gloria,26
goose,26
hickman,26
honduras,26
insolvency,26
jeanlouis,26
jerry,26
klondike,26
kong,26
kwachan,26
lawful,26
lemieux,26
lithuania,26
marchand,26
marwick,26
mckenzie,26
moose,26
multiculturalism,26
needs,26
objects,26
organic,26
ouellet,26
owner,26
ozonedepleting,26
patents,26
phase,26
philippines,26
possible,26
protecting,26
revenues,26
revisions,26
rivard,26
sarah,26
seed,26
sewage,26
shaw,26
southwest,26
specialized,26
stevenson,26
taan,26
therewith,26
thorne,26
titles,26
visit,26
vuntut,26
120,25
199697,25
250,25
arm,25
audits,25
authorizations,25
barnes,25
battlefields,25
bernier,25
bertrand,25
biological,25
bonnie,25
boucher,25
canadamanitoba,25
caribbean,25
clc,25
clyde,25
commemorating,25
commodities,25
companion,25
compensate,25
comply,25
creation,25
derived,25
descriptions,25
directive,25
edible,25
elimination,25
equal,25
eritrea,25
examiners,25
expires,25
fortin,25
fréchette,25
honey,25
huband,25
indonesia,25
inserting,25
intent,25
jamaica,25
katherine,25
lévesque,25
live,25
mackinnon,25
marystown,25
medicines,25
michaud,25
miles,25
mostfavourednation,25
mps,25
newcastle,25
observers,25
pakistan,25
pauline,25
pearson,25
percent,25
periodicals,25
portfolios,25
presidentprésident,25
removed,25
replaced,25
represented,25
respective,25
robin,25
shannon,25
simard,25
southeast,25
strategy,25
summerside,25
syria,25
tender,25
thailand,25
units,25
unsurveyed,25
utilities,25
victims,25
violations,25
withdraws,25
1000,24
125,24
adjusting,24
admission,24
advanced,24
alex,24
allocation,24
angola,24
audrey,24
bait,24
beaconsfield,24
beauport,24
belize,24
bergeron,24
booster,24
bylaws,24
cash,24
cathy,24
certified,24
charlotte,24
churchill,24
clarenville,24
clément,24
cold,24
colleen,24
comeau,24
constance,24
crow,24
cumberland,24
customers,24
designations,24
dickson,24
dominique,24
fifty,24
finland,24
ford,24
forfeited,24
format,24
fourkilometre,24
freeman,24
georgia,24
grammatical,24
grizzly,24
hellenic,24
highways,24
home,24
hospitality,24
iceland,24
île,24
indefinite,24
initiatives,24
inuit,24
investigations,24
jocelyn,24
jules,24
keeseekoose,24
kootenay,24
lambert,24
macedonia,24
marion,24
martha,24
martine,24
matthew,24
mcdougall,24
michele,24
micheline,24
moreau,24
move,24
nadeau,24
narcotic,24
nicholson,24
nonsubstantive,24
ombudsman,24
pcb,24
pharmaceutical,24
poirier,24
prohibitions,24
radiation,24
randy,24
receiving,24
recognized,24
replacement,24
russia,24
samson,24
scope,24
singapore,24
specialty,24
stores,24
supervisory,24
suspension,24
theresa,24
thirtythird,24
tire,24
transfering,24
transparency,24
uniform,24
university,24
variations,24
ward,24
wellington,24
westcoast,24
yvan,24
143,23
160,23
194,23
19941995,23
231,23
accommodate,23
accredited,23
added,23
administrators,23
alvin,23
amalgamation,23
approach,23
augustine,23
bears,23
betty,23
blanchard,23
boats,23
boston,23
brussels,23
called,23
cameroon,23
canadachile,23
canadasaskatchewan,23
canadienne,23
canal,23
cartier,23
chiasson,23
colborne,23
confidential,23
conrad,23
continuation,23
cook,23
credits,23
dawn,23
dean,23
deems,23
destinations,23
detroit,23
djibouti,23
dna,23
dwight,23
efforts,23
entertainment,23
esquimalt,23
fine,23
flights,23
fowler,23
franchises,23
gaudet,23
girard,23
greg,23
gwitchin,23
hardship,23
immigrant,23
intellectual,23
irrigation,23
jonathan,23
kenya,23
key,23
lebel,23
living,23
madeleine,23
media,23
met,23
ministry,23
minority,23
moneys,23
moody,23
mulroney,23
numbering,23
occurred,23
oneil,23
oneill,23
panama,23
partial,23
peggy,23
placing,23
pond,23
primary,23
publication,23
publications,23
recommended,23
record,23
resolving,23
retroactive,23
robichaud,23
sheppard,23
short,23
shot,23
sierra,23
somalia,23
specifications,23
swift,23
sylvain,23
taxable,23
terrance,23
tina,23
user,23
vacancy,23
valuation,23
virus,23
voting,23
102,22
1981,22
199091,22
259,22
acre,22
active,22
advances,22
aerodrome,22
albania,22
antonio,22
aquatic,22
army,22
assessed,22
astronauts,22
average,22
ban,22
beck,22
beverly,22
burney,22
cambodia,22
canadien,22
charged,22
chartrand,22
chilliwack,22
chloride,22
climate,22
closing,22
colville,22
container,22
cover,22
dakota,22
deuxmontagnes,22
diesel,22
display,22
evaluation,22
expense,22
furniture,22
georgina,22
glace,22
goodman,22
gosselin,22
groundfish,22
hansen,22
hanson,22
hardy,22
henderson,22
huguette,22
italy,22
jeanne,22
kahkewistahaw,22
kilpatrick,22
kingsgate,22
lalonde,22
lamarre,22
lang,22
lasalle,22
leadership,22
lennox,22
loon,22
marjorie,22
max,22
newspapers,22
nigeria,22
noël,22
noncirculation,22
northeast,22
observer,22
occupy,22
opposite,22
orillia,22
paré,22
peat,22
perth,22
peters,22
philp,22
picard,22
processes,22
quota,22
rapeseed,22
réal,22
receiver,22
redundant,22
rulings,22
sandy,22
secure,22
signals,22
societies,22
sophie,22
stony,22
subparagraph,22
subsequent,22
summer,22
survivors,22
theodore,22
users,22
wilfred,22
117,21
130,21
131,21
154,21
1982,21
201011,21
accordingly,21
administering,21
ancaster,21
andrea,21
arms,21
asian,21
austria,21
banff,21
barbados,21
beauce,21
best,21
blainville,21
book,21
bourgon,21
brennan,21
carmen,21
cars,21
casualty,21
châteauguay,21
christiane,21
clear,21
clearly,21
club,21
confirming,21
consultations,21
continuing,21
contravention,21
cooperatives,21
coulter,21
currie,21
développement,21
distributing,21
encourage,21
entering,21
eva,21
exist,21
fixes,21
flora,21
francophonie,21
frenette,21
georgetown,21
germain,21
giguère,21
grayson,21
hart,21
hashemite,21
heading,21
heavy,21
inadvertently,21
includes,21
inclusion,21
iran,21
iraq,21
jacob,21
jacquescartier,21
jason,21
jaw,21
juan,21
knowingly,21
kuwait,21
léo,21
librarian,21
lindsay,21
macaulay,21
malaysia,21
memorial,21
montague,21
mrl,21
nanoose,21
newmarket,21
noble,21
optional,21
ouellette,21
participated,21
pensions,21
perron,21
points,21
postponing,21
preference,21
proper,21
proulx,21
reduced,21
referendum,21
refunding,21
rennie,21
requires,21
rob,21
sara,21
scheme,21
select,21
senegal,21
serious,21
shediac,21
sherry,21
shipment,21
shipments,21
simplify,21
souris,21
sudan,21
sylvia,21
task,21
thériault,21
tobago,21
trading,21
trinidad,21
trout,21
twoyear,21
upper,21
venezuela,21
warehouses,21
weston,21
written,21
101,20
123,20
128,20
135,20
138,20
148,20
19961997,20
201819,20
2019,20
6475,20
actual,20
advocate,20
aerospace,20
aid,20
andersen,20
angela,20
arabia,20
archambault,20
arising,20
aurora,20
baffin,20
bean,20
beaver,20
bed,20
bishop,20
boyd,20
branches,20
carter,20
channel,20
coating,20
collected,20
compassionate,20
conciliation,20
congo,20
currency,20
cyr,20
diana,20
digital,20
dionne,20
directives,20
directorate,20
discrepancy,20
diseases,20
divisions,20
divorce,20
doherty,20
drafting,20
dupont,20
edmond,20
engage,20
establishments,20
exinvest,20
expert,20
explosives,20
favour,20
faye,20
flour,20
gagné,20
gaston,20
generation,20
glass,20
grove,20
harmonization,20
hogs,20
holmes,20
huntingdon,20
hurtubise,20
ingredient,20
irwin,20
issuing,20
jamie,20
jeanfrançois,20
julius,20
kawacatoose,20
kwanlin,20
laberge,20
lafontaine,20
langlois,20
lapointe,20
laurie,20
lean,20
losses,20
low,20
lyle,20
macdougall,20
macneil,20
malone,20
manage,20
mayo,20
mcpherson,20
ménard,20
modernize,20
nonresident,20
obligation,20
occured,20
oman,20
overseas,20
paradis,20
places,20
prescribes,20
prosecution,20
railways,20
reduces,20
rehabilitation,20
remote,20
revitalization,20
rod,20
role,20
rosemary,20
rrsp,20
saltfish,20
saudi,20
scholarship,20
single,20
sixth,20
snow,20
software,20
sonia,20
striking,20
summary,20
sutherland,20
targeted,20
transboundary,20
truro,20
updates,20
vaudreuildorion,20
vietnam,20
viii,20
wage,20
wastes,20
wong,20
122,19
97a,19
able,19
adrian,19
agreed,19
algoma,19
allied,19
anyone,19
aquaculture,19
armenia,19
asia,19
assessing,19
bateman,19
beans,19
bélisle,19
belle,19
belt,19
bérubé,19
botswana,19
bulk,19
burke,19
calcium,19
candidates,19
canola,19
capdelamadeleine,19
caporal,19
carcrosstagish,19
century,19
charter,19
chippewas,19
christie,19
closure,19
condition,19
corporalle,19
cream,19
darrell,19
deducted,19
deferred,19
dodge,19
doris,19
ducharme,19
eggs,19
eighth,19
emile,19
engines,19
exemplary,19
express,19
facilitating,19
fall,19
fauna,19
filed,19
flow,19
forbes,19
formalize,19
frozen,19
gaspé,19
gateway,19
grazing,19
guideline,19
hog,19
husky,19
inquiries,19
integration,19
jarvis,19
jenkins,19
juneau,19
keeping,19
lawson,19
lenders,19
lest,19
lobbyists,19
mallette,19
marieclaude,19
mariejosée,19
mcneil,19
mental,19
millbrook,19
mobility,19
model,19
modifications,19
mongolia,19
