phrase,n
MUNIR SHEIKH ,10
MURRAY,10
NATIONAL HISTORIC PARKS ORDER ,10
NATIONAL MUSEUM OF SCIENCE AND TECHNOLOGY ,10
NATIONAL PARKS FISHING REGULATIONS ,10
NATIONAL PARKS GENERAL REGULATIONS ,10
NATO ,10
NEILL ,10
OF NOTES ,10
OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS ,10
OFFICER                                           NEW RANK,10
OFFICER RANKS ,10
ON SOCIAL SECURITY ,10
ONE ARROW BAND,10
PART II ,10
PART IV,10
PART VI,10
PEGGY ,10
PROMOTIONS ,10
PROVINCE OF ALBERTA ,10
PROVINCE OF BRITISH COLUMBIA ,10
QUÉBEC ,10
RCMP,10
REFER BACK ,10
REGULATORY CAPITAL ,10
REPUBLIC,10
REPUBLIC OF CHINA ,10
REPUBLIC OF KOREA ,10
REPUBLIC OF PERU,10
RUTH ARCHIBALD ,10
SAINTE,10
SASKATCHEWAN OIL AND GAS CORPORATION,10
SCHEDULE TO THE FIRST NATIONS FISCAL AND STATISTICAL MANAGEMENT ACT ,10
SECURITY,10
SIDNEY ,10
SIMPSON,10
SPECIAL WARRANT ,10
STANDARDS COUNCIL OF CANADA,10
STEWART,10
SUPREME COURT OF YUKON,10
TEMPORARY ADMINISTRATORS ,10
THE PROFESSIONAL INSTITUTE OF THE PUBLIC SERVICE OF CANADA ,10
TO THE FIRST NATIONS GOODS AND SERVICES TAX ACT ,10
TO THE HAZARDOUS PRODUCTS ACT ,10
TONY,10
TRANSLATION BUREAU ,10
TREMBLAY,10
TREMBLAY ,10
UNITED MEXICAN STATES,10
VARIATION ,10
VICE,10
VICTOR ,10
VINCENT ,10
VISUAL,10
WALKER ,10
WOODS,10
WTO ,10
YELLOWKNIFE,10
ACCEPTANCE ,9
ADAM,9
AGREEMENT FOR,9
AGREEMENT RESPECTING BIOLOGY CASEWORK ANALYSIS ,9
AGRICULTURAL SAFETY NETS,9
AIR TRANSPORT,9
AIR TRANSPORT AGREEMENT ,9
AIRPORT,9
ALLEN ,9
ANDRÉ JUNEAU,9
APPROPRIATION ACT ,9
ARMED FORCES POSTAL REGULATIONS ,9
ATLANTIC PILOTAGE AUTHORITY,9
AUSTRALIA,9
BLAKE ,9
BRAZIL,9
BRIEN ,9
BY ORDER,9
CANADA DEPOSIT INSURANCE,9
CANADA DEPOSIT INSURANCE CORPORATION,9
CANADA LIMITED ,9
CANADIAN MUSEUM OF NATURE,9
CDN ,9
CHAIRPERSON ,9
CHAMBRE DE COMMERCE ,9
CITIZENSHIP REGULATIONS ,9
COMMISSIONED RCMP OFFICERS ,9
CONTROLLED DRUGS AND SUBSTANCES ACT ,9
COST OF BORROWING ,9
COWESSESS FIRST NATION,9
CZECH REPUBLIC ,9
DAVIS,9
DENIS ,9
DOROTHY ,9
DUNCAN,9
EDMUND ,9
ENERGY BOARD ,9
ESTONIA,9
EUROPEAN SPACE AGENCY,9
FARM CREDIT CORPORATION,9
FEDERAL CHILD SUPPORT GUIDELINES ,9
FEEDS REGULATIONS,9
FINANCE ,9
FIRST NATIONS FISCAL AND STATISTICAL MANAGEMENT ACT,9
FOOD ,9
FREDERICK ALLEN MELVIN ,9
FREIGHT ADJUSTMENT FACTORS ,9
FURTHER LEAVE OF ABSENCE ,9
GRIZZLY BEAR,9
GUN SHOWS REGULATIONS ,9
GUY GIGUÈRE ,9
HAMILTON ,9
HÉLÈNE GOSSELIN ,9
HENLEY ,9
HONOURABLE DONALD ,9
INDIAN SPECIFIC CLAIMS COMMISSION,9
INVESTMENT LIMITS ,9
ITALY,9
JACK,9
JACQUELINE ,9
KELLY ,9
KPMG ,9
LAC,9
LAUWERS ,9
LAWRENCE SEAWAY AUTHORITY ,9
LED,9
LEOD ,9
LIARD FIRST NATION,9
LICENSING AND ARBITRATION REGULATIONS ,9
LUCJA GRABOWIEC,9
MACDONALD,9
MARSHALL ,9
MELVIN ,9
MERVYN ,9
MINISTER OF CANADIAN HERITAGE ,9
MINISTER OF INDUSTRY ,9
MONTREAL,9
MONTREAL ,9
MORDEN,9
MOSQUITO,9
MOST,9
MUSKOWEKWAN BAND ,9
NATION,9
NATIONAL ENERGY,9
NATIONAL RESEARCH COUNCIL CANADA ,9
NATIONAL TRANSPORTATION AGENCY ,9
NET INCOME STABILIZATION ACCOUNT PROGRAM,9
NOTES ,9
NOVA GAS TRANSMISSION LTD,9
NURSE,9
OLIVER,9
ONTARIO WHEAT PRODUCERS,9
OR ,9
ORDER ADDING ,9
PARIS ,9
PIAPOT INDIAN RESERVE ,9
PORT,9
PORT AUTHORITIES OPERATIONS REGULATIONS ,9
PRESENTATION OF PERSONS ,9
PRESIDENT OF THE TREASURY BOARD ,9
PROCEEDS OF CRIME ,9
PROOF OF ORIGIN OF IMPORTED GOODS REGULATIONS ,9
PROTECTION OF ASSETS ,9
PUBLIC AGENTS FIREARMS REGULATIONS ,9
PUBLIC SERVICE ALLIANCE OF CANADA,9
PUBLIC WORKS ,9
QUAID ,9
REPORT ,9
ROBERTSON,9
RODNEY ,9
ROYAL CANADIAN MINT,9
RULES ,9
SAFETY AND INTERNATIONAL RELATIONS,9
SANDHU ,9
SCHEDULE II ,9
SECURITIES DEALING RESTRICTIONS ,9
SHARPE ,9
SMOKERS,9
SPECIES AT RISK ACT,9
STEAMSHIP INSPECTOR,9
STORM ,9
SUNDAY,9
TELECOM DECISION CRTC ,9
TELECOMMUNICATIONS ,9
TEMPORARY ADMINISTRATOR,9
TFF,9
UKRAINE ,9
VALERIE ,9
VII,9
WAKELING,9
WEIGHTS AND MEASURES REGULATIONS ,9
YUKON TERRITORY FISHERY REGULATIONS ,9
ADMINISTRATORS ,8
AGRICULTURAL SAFETY NET MANAGEMENT AGREEMENT,8
AM ,8
AN COUNCIL,8
ANNEX ,8
ANNUAL STATEMENT ,8
ASSESSMENT OF FINANCIAL INSTITUTIONS REGULATIONS,8
ASSOCIATIONS,8
AURAY ,8
AVOIDANCE OF DOUBLE TAXATION,8
AVOIDANCE OF DOUBLE TAXATION AND THE PREVENTION OF FISCAL EVASION WITH RESPECT TO TAXES ON INCOME,8
BENNETT ,8
BLANCHARD,8
BROWN ,8
CALVIN ,8
CAMERON,8
CANADA MORTGAGE AND HOUSING CORPORATION,8
CH ,8
CHINA,8
CITES,8
CLAUDE ,8
COINS ,8
COLVILLE ,8
COMPETITION TRIBUNAL,8
CONNELL,8
COOPERATIVE CREDIT,8
CURDY ,8
DAWN MADAHBEE ,8
DEVELOPMENT PLAN ,8
DIRECTORS ,8
DISTRICT CHAMBER OF COMMERCE ,8
DONALD KENNETH ,8
ELIZABETH ROSCOE ,8
ERNEST ,8
EUROPEAN COMMUNITY ,8
EVANS,8
FAMILY SUPPORT ORDERS AND AGREEMENTS GARNISHMENT,8
FAYE HELEN SMITH ,8
FEDERAL COURTS RULES ,8
FELDMAN ,8
FIREARMS MARKING REGULATIONS ,8
FISHERY OFFICERS,8
FITZPATRICK ,8
FOOD AND DRUG REGULATIONS SCHEDULE NO,8
FORT ,8
FOSTER,8
FOURNIER ,8
FRANCE,8
FREDA ,8
FRENCH REPUBLIC ,8
FRESH FRUIT AND VEGETABLE REMISSION ORDER,8
FRESHWATER FISH MARKETING CORPORATION,8
GENERAL ELECTION,8
GENERAL PREFERENTIAL TARIFF WITHDRAWAL ORDER ,8
GLADYS ,8
GOD,8
GORDON,8
GOVERNMENT OF THE UNITED STATES OF AMERICA ,8
GRAHAM ,8
GRANT,8
GUY,8
GUY SOULIÈRE ,8
HAITI ,8
HONOURABLE JAMES ,8
IMMIGRATION AND REFUGEE PROTECTION REGULATIONS,8
IN FIRST NATION,8
INNIS,8
INSTRUMENT OF ACCESSION ,8
INSTRUMENT OF RATIFICATION ,8
INSURANCE HOLDING COMPANIES,8
INTERIM PAYMENTS ,8
INTYRE,8
IRAN,8
ISRAEL,8
JACKSON ,8
JANICE ,8
JANICE CHARETTE ,8
JUDY ,8
JULIE ,8
JULIE PAYETTE,8
KAREN ELLIS ,8
KELLY,8
KENNEDY,8
KERR TWADDLE,8
KING,8
KPMG,8
KRENTZ ,8
LANG,8
LÉONARD ,8
LIST OF TOXIC SUBSTANCES ,8
LITHUANIA,8
LOIS DELIA FIGG ,8
LORNE ,8
LOUISE ARBOUR,8
LUXEMBOURG,8
LYNN ,8
MACKENZIE ,8
MAPLE SYRUP ,8
MARINE MAMMAL REGULATIONS ,8
MICHAEL HAMELIN ,8
MICHAEL HORGAN,8
MILLAN,8
MINISTER OF FINANCE ,8
MOLDAVER ,8
MORGAN ,8
NATIONAL CAPITAL COMMISSION,8
NATIONAL PARKS HIGHWAY TRAFFIC REGULATIONS ,8
NATIONAL SAFETY CODE STANDARD NO,8
NATIONAL TRANSPORTATION AGENCY,8
NEW SUBSTANCES NOTIFICATION REGULATIONS ,8
NICHOLAS ,8
NISGA,8
NOTICE OF COMPLIANCE,8
OLD AGE SECURITY REGULATIONS ,8
ONTARIO INC,8
ORDER RESPECTING THE WITHDRAWAL FROM DISPOSAL OF CERTAIN LANDS IN THE NORTHWEST TERRITORIES ,8
OUELLETTE,8
PART IX OF THE EXCISE TAX ACT,8
PART VII,8
PAYMENTS ,8
PETER HARDER,8
PHILIPPE ,8
PRINCE EDWARD,8
PROMOTION AND PROTECTION OF INVESTMENTS,8
PROTECTION OF INVESTMENTS ,8
PROVINCE OF QUEBEC,8
PROVINCE OF SASKATCHEWAN ,8
QUÉBEC,8
RADIOCOMMUNICATION REGULATIONS ,8
REID,8
RELEASE OF FULL SUPPLY FOR MAIN ESTIMATES FOR ,8
RENÉ PAUL FOISY ,8
REPEAL ,8
REPORTING OF IMPORTED GOODS REGULATIONS ,8
RESCIND ,8
ROAD WEATHER INFORMATION SYSTEM FOR CANADA,8
RUTH ,8
SAGE,8
SAKIMAY BAND,8
SASKATCHEWAN POWER,8
SAULTEAUX BAND ,8
SECTION ,8
SECURITY ,8
SELKIRK FIRST NATION,8
SEYMOUR ,8
SHARI ,8
SHEPPARD,8
SIMPSON ,8
SPECIALIZED FINANCING ,8
STANLEY ,8
STE,8
STEEL ,8
SUPPLY AND SERVICES ,8
SURRENDER ,8
SWEDEN,8
TAGISH FIRST NATION,8
TAYLOR,8
TECHNICAL AMENDMENTS ORDER ,8
TERRANCE ,8
TESLIN,8
THOMAS,8
TIMOTHY ,8
TO THE FINANCIAL ADMINISTRATION ACT ,8
TO THE RANK OF ASSISTANT COMMISSIONER ,8
TO THE RANK OF CHIEF SUPERINTENDENT,8
TOMATOES ,8
TV ,8
UN ,8
UNDELIVERABLE AND REDIRECTED MAIL REGULATIONS ,8
UNITED,8
WARREN ,8
WILFRED ,8
WILLIAMS ,8
AGENCY ,7
AGRICULTURE,7
AIR,7
AIR TRANSPORT ,7
AIR TRAVEL COMPLAINTS COMMISSIONER,7
ALBERTA FISHERY REGULATIONS ,7
AMENDING AGREEMENT NO,7
AMENDMENTS ,7
AND TERRORIST FINANCING ACT ,7
ANDRÉ LECAVALIER ,7
ANITA ,7
ANNUAL RATE SCALE ORDER,7
ANTI,7
ARCHIBALD ,7
ARTHUR,7
ATLANTIC PILOTAGE TARIFF REGULATIONS ,7
AUSTRIA,7
BAND OF INDIANS ,7
BANK OF CANADA,7
BANKRUPTCY AND INSOLVENCY GENERAL RULES ,7
BAUMAN ,7
BELGIUM,7
BENITA ,7
BOB HAMILTON ,7
BRINGING INTO FORCE,7
BRITISH COLUMBIA SPORT FISHING REGULATIONS,7
BRYAN WILLIAMS ,7
BUDGET IMPLEMENTATION ACT,7
BUSINESSES,7
CALDWELL ,7
CANADA SAVINGS BONDS ,7
CANADA SETTLEMENT AGREEMENT,7
CAPITAL,7
CAROLE TAYLOR,7
CARRY THE KETTLE BAND,7
CATHERINE EBBS ,7
CATSA,7
CERTAIN LANDS ,7
CERTIFICATE OF PUBLIC CONVENIENCE AND NECESSITY GC,7
CHABOT,7
CHEMICALS AND PLASTICS DUTIES REDUCTION OR REMOVAL,7
CHIEF SUPERINTENDENT ,7
CHILE ,7
CJFTA,7
CLARENCE ,7
CLAUDE ANGERS ,7
CLAUDE BOUCHARD ,7
CLIFFORD LINCOLN,7
COASTAL GAS MARKETING COMPANY ,7
COLLISION REGULATIONS ,7
COLUMBIA,7
COLVILLE,7
COMMISSIONED OFFICER ,7
COOPERATION AGREEMENT ,7
CORN ,7
COWESSESS INDIAN RESERVE,7
CPP ,7
CRAM ,7
CUMMING,7
CURDY,7
CURRIE ,7
CUSTOMS BONDED WAREHOUSES REGULATIONS ,7
DALE ,7
DANIEL CHARBONNEAU ,7
DAVID COLLINS ,7
DESIGNATION ORDER ,7
DESIGNER REMISSION ORDER,7
DIANE ,7
DION,7
DIRECTION TO THE CRTC ,7
DISTILLERY REGULATIONS ,7
DOHM ,7
DON BOUDRIA,7
DONELL,7
DROUGHT REGIONS,7
EARLY DEPARTURE INCENTIVE PROGRAM ORDER ,7
ED ,7
EILEEN ,7
ELAINE ,7
ELLIGOTT ,7
ENRON CAPITAL ,7
ENTERPRISE CAPE BRETON,7
ENTRY INTO FORCE ,7
ERROL ,7
EXPORT DEVELOPMENT CORPORATION,7
FERTILIZERS REGULATIONS ,7
FICHAUD ,7
FINAL AGREEMENT ,7
FIRST NATIONS GOODS AND SERVICES TAX ACT ,7
FLOODING ,7
FRASER,7
FREE TRADE AGREEMENT,7
GARY LANE ,7
GASOLINE REGULATIONS ,7
GEN ,7
GEORGINA ,7
GERMANY,7
GERMANY ,7
GILBERT ,7
GODFREY,7
GOVERNMENT,7
GRAHAM,7
GREAT LAKES PILOTAGE AUTHORITY,7
GUIRE ,7
HALL ,7
HAMILTON,7
HARBOUR DUES TARIFF BY,7
HAROLD ,7
HARRISON,7
HAZELYN ROSS ,7
HEALTH REGULATIONS ,7
HEATHER SMITH ,7
HENDERSON,7
HIV,7
HONOURABLE PAUL ,7
HONOURABLE RAYMOND ,7
HORN PLATEAU,7
HUNGARY,7
IMMIGRANT SETTLEMENT SERVICES,7
INDIANS,7
INDIRECT SHARE ACQUISITION AUTHORIZATION ORDER ,7
INNIS ,7
INSTRUMENT ,7
INTERIM,7
INTERIM ORDER NO,7
INTERNATIONAL CONVENTION AGAINST DOPING IN SPORT ,7
IRVING,7
ISRAEL ,7
JACK ,7
JACK WATSON ,7
JACQUES,7
JEAN AUGUSTINE,7
JOHN KNUBLEY ,7
JOHN WILLIAMS,7
JULIUS ,7
KESELMAN ,7
KLUANE FIRST NATION,7
KONRAD ,7
KWANLIN DUN FIRST NATION,7
LANDRY ,7
LAW LIST REGULATIONS ,7
LEE ,7
LIFE SAVING EQUIPMENT REGULATIONS ,7
LINDA ,7
LIVESTOCK AND POULTRY CARCASS GRADING REGULATIONS,7
MAILABLE MATTER REGULATIONS ,7
MARC ROSENBERG ,7
MARIO DION ,7
MARKETING BOARD,7
MARKING GOODS ,7
MATHESON,7
MCPHAIL,7
MEMORIAL CROSS ,7
MENDEZ ,7
MICHEL BÉRUBÉ,7
MILLENNIUM BUREAU OF CANADA ,7
MINISTER OF LABOUR ,7
MIRKA ORANKIEWICZ,7
MONTAGNES,7
MONTRÉAL,7
MUSKOWEKWAN INDIAN RESERVE NO,7
NATION BAND ,7
NATIONAL GALLERY OF CANADA,7
NATIONAL TRANSPORTATION,7
NEKANEET BAND ,7
NETHERLANDS ,7
NICOLE JAUVIN ,7
NORD,7
NORTH,7
NORTHWEST TERRITORIES FISHERY REGULATIONS ,7
NORWAY,7
NUNAVUT COURT OF JUSTICE,7
OF CHINA ,7
OFFICE OF THE AUDITOR GENERAL OF CANADA ,7
ORDER AMENDING THE SCHEDULE TO THE CUSTOMS TARIFF ,7
PATENTED MEDICINES ,7
PAUL CANTOR ,7
PERRY ,7
PERSONS,7
PETER BALLANTYNE CREE NATION BAND,7
PETER HARRISON ,7
PETERSON,7
PHILIPPE BEAULNE ,7
PHILIPPINES,7
POST ITEMS REGULATIONS,7
PROCEDURE,7
PROFESSIONAL INSTITUTE OF THE PUBLIC SERVICE OF CANADA,7
PROTECTION FOR THE INCOME OF MILK PRODUCERS REGULATIONS ,7
PROVINCIAL EMERGENCIES FINANCIAL ASSISTANCE ORDER ,7
PUBLIC HARBOURS REGULATIONS ,7
RADIATION EMITTING DEVICES REGULATIONS ,7
RADIO,7
REGINALD ,7
REGULATIONS AMENDING THE EMPLOYMENT INSURANCE ,7
RELEASE OF SUPPLY FOR SUPPLEMENTARY ESTIMATES ,7
REPUBLIC OF BULGARIA ,7
RESEARCH AND DEVELOPMENT,7
RETURNING OFFICER ,7
REVOCATION OF TIMBER SURRENDER,7
REX ,7
RICHARD,7
ROBERT FONBERG,7
ROGER CHARBONNEAU,7
ROLAND ,7
ROMANIA,7
SAKIMAY BAND ,7
SANDELLE SCRIMSHAW ,7
SCHEDULE TO THE CUSTOMS TARIFF,7
SCIENCE,7
SEAN ,7
SEPT,7
SHARON ,7
SHELL CANADA LIMITED ,7
SILVER COINS ,7
SINCLAIR,7
SLOVAK REPUBLIC,7
SMALL VESSEL REGULATIONS ,7
SMART,7
SOR,7
SPECIAL SERVICES AND FEES REGULATIONS,7
STAR BLANKET BAND,7
STELLA ,7
STEWART ,7
STORES REGULATIONS ,7
STRATEGIC HIGHWAY INFRASTRUCTURE PROGRAM,7
SUTHERLAND,7
TERMINATION BENEFITS ,7
TERRENCE ,7
TERRY,7
THE,7
THE GREAT LAKES PILOTAGE TARIFF REGULATIONS ,7
THEODORE ,7
THOMPSON ,7
TITANIUM ANODE REMISSION ORDER NO,7
TOM ,7
TORONTO PORT AUTHORITY ,7
TOXIC SUBSTANCE TO SCHEDULE ,7
TRANSCANADA PIPELINES LIMITED ,7
TREASURY BOARD ,7
UNITED MEXICAN STATES ,7
URUGUAY,7
VIACOM,7
WESTCOAST ENERGY INC,7
WHALEN ,7
WIEBE ,7
WITHDRAWAL FROM DISPOSAL OF CERTAIN TRACTS OF TERRITORIAL LANDS IN NUNAVUT ,7
ZILLAH ,7
ACCESS TO INFORMATION REGULATIONS ,6
ACCOUNTING FOR IMPORTED GOODS AND PAYMENT OF DUTIES REGULATIONS ,6
ADDITIONAL PERIOD ,6
AIDA,6
AIR TRANSPORTATION REGULATIONS ,6
ALEXANDER HICKMAN ,6
ALLEN KILPATRICK,6
ALLIANCE LIFE INSURANCE COMPANY ,6
AMBER,6
AND,6
AND OKEMASIS BAND ,6
ANDRÉE WYLIE ,6
ANDREW MITCHELL,6
ANNUAL PREMIUM ,6
APPROPRIATE MINISTER,6
ARMAND ,6
ARMSTRONG ,6
ARRANGEMENTS ACT ,6
ARTASHES EMIN ,6
ASIA,6
ASSETS ,6
ATTAR ,6
AUSTRALIA ,6
AUTHORIZATION ORDER,6
AVOIDANCE OF DOUBLE TAXATION AND THE PREVENTION OF FISCAL EVASION WITH RESPECT TO TAXES ON INCOME AND ON CAPITAL,6
BATEMAN ,6
BEAUBIEN,6
BÉLANGER,6
BELL ,6
BENJAMIN ,6
BENJAMIN HEWAK,6
BENOÎT,6
BLOCKBUSTER ,6
BRENDA ,6
BRENT ,6
BRIDE ,6
BUCHANAN,6
BURKE,6
BURMA,6
BUSINESS DEVELOPMENT BANK OF CANADA,6
BUSSON ,6
CALLAGHAN ,6
CANADA BORDER SERVICES AGENCY,6
CANADA CUSTOMS AND REVENUE AGENCY ,6
CANADA LABOUR STANDARDS REGULATIONS ,6
CANADA SAVINGS BONDS,6
CANADIAN AVIATION SECURITY REGULATIONS,6
CANADIAN DAIRY COMMISSION,6
CANADIAN FIREARMS CENTRE,6
CANADIAN FORCES,6
CANADIAN FORCES MEMBERS AND VETERANS RE,6
CANADIAN INTERNATIONAL TRADE TRIBUNAL ,6
CANADIAN MUSEUM OF IMMIGRATION AT PIER ,6
CANADIAN PENSION COMMISSION,6
CANADIAN SPACE AGENCY,6
CANNED MACKEREL SUPPORT ORDER ,6
CAPE BRETON DEVELOPMENT CORPORATION ,6
CARMACKS,6
CAROL PELLETIER ,6
CAROLE ,6
CASSIE,6
CENSUS OF,6
CENTRE ,6
CÉRÉGRAINS INC,6
CHAMBRE DE COMMERCE DE,6
CHARTERED ACCOUNTANTS ,6
CHILE,6
CHINA ,6
CITY OF HULL,6
CIVIL REMEDIES ,6
CLARENCE LOUIE ,6
COLUMBIA ,6
COMEAU,6
COMMERCIAL LOAN ,6
COMMISSIONED OFFICERS,6
COMPREHENSIVE INTEGRATED TAX COORDINATION AGREEMENT ,6
CONTRIBUTION AGREEMENT ON INFRASTRUCTURE ,6
CONVENTION ON LONG,6
COOPERATION ,6
CORRECTIONS AND CONDITIONAL RELEASE REGULATIONS ,6
COULTER ,6
COVE,6
CPR ,6
CUGINI ,6
DANIEL,6
DAVID ANGELL ,6
DAVID SPROULE ,6
DAVIDSON,6
DENIS JOLETTE ,6
DENIS KINGSLEY ,6
DEPLETING SUBSTANCES REGULATIONS,6
DESJARDINS LIFE ASSURANCE COMPANY INC,6
DIAN ,6
DICKSON,6
DIRECT,6
DISCLOSURE OF INTEREST ,6
DISPOSE ,6
DISSOLVING ,6
DODGE,6
DON ,6
DOREEN ,6
DORGAN ,6
DTH,6
DUBÉ,6
DURUM WHEAT ,6
EDÉHZHIE ,6
EDWARDS ,6
EDWIN ,6
ELECTRICITY AND GAS INSPECTION REGULATIONS ,6
EMPLOYMENT INSURANCE REGULATIONS,6
ESTABLISHMENT AND COMPENSATION REGULATIONS ,6
EXAMINERS OF MASTERS AND MATES,6
EXEMPTION REGULATIONS ,6
EXPORT DEVELOPMENT ORDER ,6
FEDERAL COURT RULES,6
FEDERATIVE REPUBLIC OF BRAZIL,6
FIFTY,6
FINANCIAL YEAR ,6
FINLAND,6
FISHING AND RECREATIONAL HARBOURS REGULATIONS ,6
FISHING BRANCH ECOLOGICAL RESERVE,6
FLAG ,6
FRENCH,6
GAIL COOK,6
GAS LIMITED ,6
GAUDET,6
GENERAL AMENDMENT ORDER ,6
GENERAL PROCEDURE,6
GENEVA ,6
GEORGE,6
GERRY,6
GHISLAIN HARVEY ,6
GILLES DUFAULT,6
GIROUX,6
GLENN MICHAEL STANNARD ,6
GOVERNMENT CONTRACTS REGULATIONS ,6
GOVERNMENT WHARVES REGULATIONS ,6
GRANT SINCLAIR,6
GRATH,6
GRATH ,6
GREAT BRITAIN ,6
GREAT LAKES,6
GREECE,6
GREG ,6
GRETA BOSSENMAIER ,6
GUENETTE ,6
HARA,6
HART,6
HARVEY ,6
HAY RIVER,6
HEATHER FORSTER SMITH,6
HERBERT ESER GRAY ,6
HERITAGE RAILWAY STATIONS,6
HILL,6
HINKSON ,6
HOLMES,6
HONDURAS ,6
HONOURABLE GEORGE ,6
HONOURABLE KENNETH ,6
HONOURABLE MICHAEL ,6
HONOURABLE THOMAS ,6
HUGHES ,6
HUGUETTE LABELLE,6
HUGUETTE LABELLE ,6
HUMANITARIAN DESIGNATED CLASSES REGULATIONS ,6
HURLEY,6
ICELAND,6
IMIDACLOPRID,6
INDIA,6
INDIAN RESERVE ,6
INDIAN SPECIFIC CLAIMS COMMISSION ,6
INDIVIDUALS,6
INSURABLE EARNINGS AND COLLECTION OF PREMIUMS REGULATIONS ,6
INSURANCE,6
INTELSAT,6
INTOSH,6
INUVIK,6
INVESTMENTS ,6
ISAAC ,6
ISLAND ,6
JAMAICA ,6
JAMES,6
JANICE COCHRANE,6
JEANNE ,6
JERRY LAMPERT ,6
JIM SMOLIK ,6
JOE ,6
JOHN CORE ,6
JOSEPH WILLIAM POTTER ,6
KATHERINE ,6
KEESEEKOOSE BAND,6
KENNEDY ,6
KLUANE FIRST NATION ,6
LAREN,6
LAURA ,6
LAURENTIAN PILOTAGE TARIFF REGULATIONS,6
LAWRENCE,6
LEARY,6
LEASE ,6
LEE,6
LEGAULT,6
LENNOX ,6
LINDA LIZOTTE,6
LISEANNE FORAND ,6
LITTLE,6
LIVESTOCK CARCASS GRADING REGULATIONS ,6
LLOYD,6
LORRAINE ,6
LOUIS RANGER,6
LUCIE ,6
MACDONALD ,6
MAHON,6
MALONE,6
MAPLE PRODUCTS REGULATIONS ,6
MARAT TAZABEKOV ,6
MARC,6
MARC DEMERS,6
MARGARET HUBER ,6
MARIE FORTIER,6
MARINE SIMULATORS CONTRIBUTION PROGRAM,6
MARINE TRANSPORTATION SECURITY REGULATIONS ,6
MARIO ,6
MARITIME PROVINCES FISHERY REGULATIONS ,6
MARJORIE ,6
MEETINGS AND PROPOSALS ,6
MICHAEL BINDER ,6
MICHAEL LEIR ,6
MICHEL FOURNIER,6
MICHEL ROY ,6
MILLAN ,6
MILLBROOK BAND ,6
MILLER ,6
MINISTER OF AGRICULTURE AND AGRI,6
MINISTER OF INDIAN AFFAIRS AND NORTHERN DEVELOPMENT ,6
MONNIN,6
MOREAU,6
MORGAN,6
MORIN ,6
MORRIS ,6
MRS,6
MUSKEG LAKE BAND,6
NANCY BATEMAN ,6
NATIONAL HEALTH AND WELFARE ,6
NATIONAL PARKS GARBAGE REGULATIONS ,6
NATIONAL REVENUE ,6
NATIONAL TRIPARTITE PRICE,6
NEAL ,6
NEW ZEALAND,6
NEW ZEALAND ,6
NEWFOUNDLAND FISHERY REGULATIONS ,6
NINA ,6
NISA,6
NOT TO VARY,6
NOVA,6
OCHAPOWACE INDIAN RESERVE NO,6
OFFICE OF THE AUDITOR GENERAL ,6
OLIPHANT,6
ONTARIO COURT OF JUSTICE ,6
OPERATING AGREEMENT ,6
ORDER AMENDING THE SCHEDULE TO THE PRIVACY ACT ,6
ORDER AUTHORIZING FEDERAL EMPLOYEES TO ACQUIRE INTERESTS IN,6
OSOYOOS INDIAN BAND ,6
PACIFIC PILOTAGE AUTHORITY,6
PAKISTAN,6
PARÉ,6
PARKER ,6
PART III,6
PATERSON,6
PAULAH JEAN DAUNS ,6
PAULE ROBITAILLE ,6
PAULO ,6
PENNER,6
PENSION BENEFITS DIVISION REGULATIONS ,6
PERRY CALDERWOOD ,6
PERSONNEL MANAGEMENT ,6
PEST CONTROL PRODUCTS REGULATIONS ,6
PETER,6
PETER MENZIES ,6
PHEE ,6
PHILIP AWASHISH ,6
PIAPOT BAND ,6
PIERRE BOLDUC ,6
PLANT QUARANTINE REGULATIONS ,6
PLATINUM COLLECTORS,6
POLAND ,6
PRIVACY REGULATIONS ,6
PROFESSIONAL INSTITUTE OF THE PUBLIC SERVICE,6
PROGRAM ,6
PROMOTION AND PROTECTION OF INVESTMENTS ,6
PROSPECTUS EXEMPTIONS ,6
PROVINCIAL FISCAL,6
PULP AND PAPER EFFLUENT REGULATIONS ,6
QUEEN SHAVER,6
RADARSAT,6
RAILWAY RIGHT,6
RAYMOND ANDREWS ,6
RAYMOND LEMAY,6
RED PHEASANT BAND ,6
REGULATIONS AMENDING THE CANADIAN AVIATION REGULATIONS ,6
REGULATIONS AMENDING THE COMPLAINT INFORMATION ,6
REGULATIONS AMENDING THE COST OF BORROWING ,6
RÉJEAN ,6
RENAISSANCE ENERGY LTD,6
REPUBLIC OF BULGARIA,6
REPUBLIC OF CHILE,6
REPUBLIC OF CHINA,6
REPUBLIC OF COLOMBIA,6
REPUBLIC OF INDIA,6
REPUBLIC OF LATVIA ,6
RESIGNATION ,6
RESOURCES,6
REVOCATION OF ,6
RICHARD BÉLISLE ,6
RICHARD FADDEN ,6
ROBERT KANATEWAT ,6
ROBERT NÉRON ,6
ROBERTS ,6
ROSA ,6
ROSS NICHOLLS,6
ROSS RIVER DENA COUNCIL,6
ROYAL CANADIAN,6
RRSP,6
RUTH DELISLE ,6
RYAN ,6
SAINT MARY,6
SANJIV GOENKA ,6
SAULTEAUX INDIAN RESERVE NO,6
SCHEDULE III ,6
SCHEDULE IV ,6
SCIENCE ,6
SECRETARY OF STATE ,6
SERGE DUPONT ,6
SERGE FRÉCHETTE ,6
SERIES ,6
